age;gender;humanmade;concern;efficacy;income;edu3;openanswer;
3;1;1;1;0,3333333;920000;3;Enklere liv;
5;1;1;0,75;0,6666667;250000;1;engstelig;
5;1;1;1;0,6666667;600000;3;ENERGI SPARING Vi MÅ bli mere bevist på den sløsinga hver enkel av oss gjør til daglig;
4;1;1;0,75;0,3333333;700000;3;Endringer som kommer av : 1: Menneskeskapte utslipp 2: Jordens syklus En liten del av 2 men mest av 1;
5;2;0;0,5;0,6666667;420000;3;endringer som alltid har forekommet som vi ikke styrer men at vi er med å påvirke den litt med vårt forbruk;
4;1;1;0,5;0,3333333;1000000;3;Endringer skjer som de har gjort i alle tider;
1;2;0;0,5;0,6666667;35000;1;endringer på jorda som vi ikke kan kontrollere;
4;2;1;1;0,3333333;462000;3;"Endringer på jorda for alle mennesker Endringer som ikke er til det gode Utfordringer for de ""svakeste""";
2;2;1;0,5;0,3333333;0;3;endringer i været flere stormer og dødsfall;
6;1;1;0,5;0,6666667;325000;1;Endringer i været;
5;2;1;0,25;0,6666667;200000;2;Endringer i været;
1;2;0;1;0,3333333;39000;2;Endringer i temperatur og værforhold over lengre tid Jorden vår har naturlige klimaendringer fordi jorden vipper fram og tilbake langs sin egen akse gjennom en periode på rundt 27 000 år Men vi har påvirket denne naturlige syklusen negativt og muligens økt hastigheten dens Livet klarer seg nok alltids men menneskene skaper sin egen undergang hvis vi ikke endrer oss som en global nasjon noe vi ikke er etter min personlige mening Jeg føler meg mer som en fortapt og forvirret eremitt enn et medlem av en global maurtue av mennesker Klimaet kommer til å fortsette å endre seg men vi må endre oss med den like raskt;
2;1;1;0,5;0,3333333;420000;2;Endringer i natur polsmelting øking av havnivå avskoging økning av alvorige naturkatastrofer;
5;1;0;0,25;0,3333333;400000;3;Endringer i klimaet har først og fremst naturlige årsaker og har foregått og foregår kontinuerlig Dagens klimadebatt preges av useriøse dommedagsprofetier Dessverre virker det også som om enkelte forskermiljøer føler seg programforpliktet til å overfokusere på mulige negative funn og å underkommunisere hvor stor usikkerhet det egentlig er i forskningsresultatene;
6;1;1;0,75;0,3333333;850000;3;Endringer i klima som i stor grad skyldes menneskelig virksomhet;
3;1;0;0,5;0,6666667;500000;2;Endringer i klima sammelignet med de siste 100 år;
5;2;1;0;0;330000;2;endringer i det økologiske system pga utslipp av klimagasser forurensning værforandringer katastrofer forstyrrelser på kloden med langtidsvirkninger umulig for mennesker å forhindre;
3;1;1;1;0,3333333;625000;3;"Endringer i det ""normale"" klimaet på et sted i en region eller verden ";
5;2;1;0,75;0,3333333;0;1;Endringer for både mennesker og dyr og dessverre i negativ retning;
2;1;1;0,5;0,6666667;423000;2;"Endringer av det som vi oppfatter som ""normalt"" klima i vår levetid Men sett på jordens levetid kanskje ikke så unormalt? Menneskeskapt? Ja kanskje vil kan iallfall gjøre vårt for at det blir bedre og ikke verre ";
5;2;0;0,5;0,6666667;560000;3;Endring i værlag og temperatur;
1;2;1;0,75;0,6666667;203785;2;Endring i været og ødeleggelse av ozonlaget;
2;2;1;0,5;0,6666667;425100;3;endring i vêr;
3;2;0;0,25;0,3333333;450000;3;Endring i temperatur endring i årstidene mindre varme om sommeren og varmere vintre;
1;2;1;0,5;0,3333333;260000;0;Endring i temperatur;
2;1;1;0,75;1;70000;3;"Endring i ozonlaget fabrikkutslepp naturkatastrofer amerikansk kapitalisme med einaste fokus på profitt til og med ved å utnytte ""grøne bedrift""-stempel ";
5;1;1;0,75;0,3333333;620000;2;endring i jordenshelse;
6;1;1;1;0,6666667;340000;3;Endring avvær;
6;1;0;0,5;0,3333333;400000;1;Endring av vær temperatur og luftrenhet Hva er menneskeskapt? Hva er jordas naturlige sykluss?;
2;1;0;0,25;0,3333333;600000;2;Endring av vær;
6;2;1;0,75;0,6666667;500000;3;"endring av gjennomsnittstemperatur og endirng av værtype (""ekstremvær"")";
2;2;1;0,75;0,3333333;400000;3;Endrede årstider havet vil stige flere land vil ha problemer med å holde vannmassene unna;
6;1;0;0,5;0,3333333;500000;3;endrede temperatur og værforhold/ekstremvær;
1;1;0;0,75;0,3333333;180000;1;En usikker fremtid;
2;1;0;0,25;0,6666667;420000;2;En unnskyldning til å spare penger;
3;2;1;0,75;0,3333333;33000;3;En umulig oppgave;
2;2;1;0,75;0;247500;2;En ting som ingen kan forhindre;
5;1;1;0,5;0,6666667;900000;3;En sak som fortjener en bedre klimajournalistikk;
3;1;1;1;0,6666667;400000;3;En reel og seriøs trussel mot hele verdenssamfunnet som må tas på det største alvor;
2;1;1;1;0,6666667;450000;2;En realitet hvor mennesket har skylden;
3;1;1;0,5;0,3333333;550000;3;en overskrift jeg begynner å gå lei;
4;2;0;0,25;0,3333333;400000;3;En naturlig endring på jordkloden som er en evig prosess som aldri vil stå stille;
2;2;1;1;0,3333333;150000;3;En menneskeskapt trussel som mange fornekter pga frykt;
4;1;1;0,75;0,3333333;600000;3;En gigantisk internasjonal utfordring det virker håpløst å enes om virkemidlene for;
4;2;1;0,5;0,3333333;195000;3;En fremtidig trussel mot barnebarnet mitt;
1;1;1;1;0;40000;2;En endring skapt av både mennesker og natur som vil skape alvorlige konsevenser gjennom mitt voksene liv;
3;1;0;0,5;0,3333333;550000;2;en eller annen naturkatastrofe og hvor de matrielle skadene skadene som må til i oppbyggingen kommer fra kan de bare matrialene bare komme og har vi uendelig nok av disse mineralene i/på kloden vær;
2;1;0;0,25;0,3333333;400000;2;En del av jordas naturlige syklus;
6;1;1;0,75;0,6666667;500000;3;En av de tre største utfordringene for verden nå og i fremtiden;
4;2;1;0,75;0,3333333;475000;3;En av de største utfordringene i dagens samfunn;
3;2;1;0,5;0,3333333;480000;3;elektrisk sykkel;
4;2;1;0,75;0,6666667;500000;3;Elbil -);
1;1;0;0;0;180000;2;El-bil;
2;1;0;0,5;0,3333333;850000;2;Elbil;
4;2;1;0,5;0,3333333;360000;2;Elbil;
4;1;1;0,5;0,3333333;650000;2;Elbil;
2;2;1;0,5;0,3333333;40000;3;ekstremvær verdenshavene vokser;
6;1;0;0,75;0,3333333;0;2;Ekstremvær tempraturendring issmelting;
6;2;1;0,5;0,6666667;0;2;Ekstremvær Smelting av is i polområder Høyere havtemperaturer;
4;2;1;0,75;0,3333333;750000;3;Ekstremvær og ødeleggelser;
4;2;1;0,75;0,3333333;590000;3;ekstremvær og smelting av is på polene;
4;1;1;0,75;0,3333333;600000;3;Ekstremvær og på sikt fare for regionale konflikter;
5;1;0;0,5;0,6666667;300000;3;Ekstremvær Naturkatastrofer Ubalanse i levekårene på kloden;
3;2;1;1;0,3333333;460000;3;ekstremvær naturkatastrofer;
6;2;1;0,75;0;230000;1;ekstremvær mer nedbør;
6;2;1;1;0,3333333;300000;3;Ekstremvær med påfølgende naturkatastrofer;
6;2;1;1;0,3333333;0;2;Ekstremvær med kraftig vind og nedbør;
2;1;1;1;0,3333333;0;3;Ekstremvær katastrofe hungersnød fremtidig massiv innvandring;
1;1;0;0,25;0,3333333;40000;2;Ekstremvær issmelting temperaturøkning;
5;1;1;1;0,6666667;600000;3;ekstremvær høyere havnivå flere naturkatastrofer vanskeligere vilkår for matproduksjon verden over;
2;2;1;0,75;0,3333333;450000;3;Ekstremvær Forurensning;
4;2;1;0,75;0,3333333;145000;3;Ekstremvær flom og ras og varmere vær;
5;2;1;0,75;0,3333333;450000;3;ekstremvær flom katastrofer varme vintere kalde sommere;
7;2;0;0,25;0,3333333;145000;1;Ekstremvær flom katastrofer kalde somre varme vintre;
2;2;1;0,75;0,3333333;400000;3;Ekstremvær flom høgare vannstand at det går ut over dei fattigaste;
4;2;1;0,75;0,6666667;200000;3;Ekstremvær av forskjellige typer som flom storm tyfoner osv som ser ut til å ha økt i omfang de siste årene;
3;2;1;0,75;0,6666667;650000;3;ekstremvær - som påvirker folks liv;
5;1;1;0,75;0,3333333;350000;2;Ekstremvær - mye regn og høyere varme;
5;1;1;0,75;0,3333333;0;2;Ekstremvær;
5;2;1;0,75;0,3333333;190000;3;Ekstremvær;
7;1;1;1;0,3333333;260700;2;Ekstremvær;
6;2;1;0,75;0,3333333;192000;3;ekstremvær;
5;1;1;0,5;0,3333333;300000;3;Ekstremvær;
5;1;1;1;0,6666667;0;3;Ekstremvær;
6;1;1;0,5;0,3333333;360000;3;Ekstremvær;
5;2;0;0,75;0,3333333;400000;3;Ekstremvær;
5;2;1;0,75;0,6666667;200000;2;Ekstremvær;
7;1;1;0,75;0,3333333;400000;3;Ekstremvær;
7;1;1;0,75;0,3333333;650000;3;Ekstremvær;
5;2;1;0,75;0,6666667;0;2;Ekstremvær;
4;1;1;0,75;0,3333333;500000;3;Ekstremvær;
7;1;0;0,5;0,3333333;900000;3;Ekstremvær;
5;2;1;0,5;0,3333333;768300;2;ekstremvær;
4;1;1;0,75;0,3333333;820000;3;Ekstremvær;
5;1;1;0,5;0,3333333;500000;3;Ekstremvær;
2;1;1;0,5;0,3333333;381000;3;Ekstremvær;
4;2;1;0,75;0,6666667;548000;3;ekstremvær;
4;2;1;0,75;0,6666667;630000;3;Ekstremvær;
5;1;1;0,5;0,3333333;810000;3;Ekstremvær;
5;1;0;0,5;0,3333333;700000;3;Ekstremvær;
6;2;1;1;0,6666667;1000000;3;Ekstremvær;
5;2;1;1;0,3333333;370000;1;Ekstremvær;
3;1;1;0,5;0,3333333;700000;3;Ekstremvær;
5;1;1;0,75;0,6666667;600000;3;Ekstremvær;
4;2;0;0;0;1000000;3;ekstremvær;
1;2;1;0,75;0,6666667;0;2;Ekstremvær;
3;2;1;0,5;0,3333333;420000;0;Ekstremvær;
2;2;1;1;0,3333333;516000;3;ekstremvær;
1;1;1;0,25;0;480000;3;Ekstremvær;
1;2;1;1;0,3333333;0;3;Ekstremvær;
5;2;1;0,5;0,6666667;250000;2;Ekstremvær;
3;1;0;0,25;0,3333333;420000;2;Ekstremvær;
6;1;1;0,75;0,3333333;600000;3;Ekstremvær;
7;2;1;0,5;0;200000;1;Ekstremvær;
3;2;1;0,75;0,3333333;240000;3;ekstremvær;
5;1;1;0,5;0,3333333;850000;3;Ekstremvær;
5;1;0;0,25;0,3333333;1000000;2;ekstremvær;
5;1;0;0,5;0;400000;3;Ekstremvær;
4;2;1;0,75;0,3333333;950000;3;Ekstremvær;
5;2;1;1;0,6666667;300000;1;ekstremvær;
5;2;1;0,75;0,6666667;0;3;ekstremvær;
5;2;1;0,25;0;0;0;ekstremvær;
2;2;1;0,75;0,6666667;480000;3;Ekstremvær;
2;2;1;1;0,3333333;420000;3;ekstremvær;
5;2;0;0,5;0,3333333;200000;0;Ekstremvær;
4;2;0;0,75;0,6666667;190000;2;ekstremvær;
4;2;1;0,75;0,6666667;190000;2;ekstremvær;
3;1;0;0,5;0,3333333;824000;3;Ekstremvær;
2;1;1;0,75;0,6666667;550000;3;Ekstremvær;
4;2;1;1;0,3333333;295000;2;Ekstremvær;
3;2;1;1;0,3333333;380000;3;ekstreme værforandringer bresmelting tørke;
5;1;1;0,75;0,3333333;550000;3;Ekstreme vinder jordras ekstreme temperaturer høye og lave Ekstreme bølgehøyder;
5;2;1;0,75;0,6666667;350000;2;Ekstreme naturkatastrofer;
3;1;1;0,75;0,3333333;600000;2;ekstrem vær;
5;2;1;0,75;0,3333333;200000;0;ekstrem vær;
4;1;1;0,75;0,3333333;600000;2;Ekstrem vær;
2;2;1;0,75;0,6666667;400000;3;ekstrem vær;
3;2;1;0,5;0,3333333;200000;2;ekstrem vær;
5;1;1;0,75;0,3333333;360000;2;eksremvær;
5;1;1;0,75;0,3333333;500000;3;Eksos;
5;1;0;0,5;0,6666667;390000;2;ein måte andre land og kare til seg penger på;
2;1;0;0,25;0,3333333;0;0;Eg vill ikkje ha klimaendring;
5;1;0;0,5;0,6666667;600000;1;Eg trur de er mykje media skapt hysteri Og i tilleg er de politisk bestemt att de skall vere mest mogleg fokus på miljø de skaper arbeidsplassar og grunnar for å krevje avgifter;
6;1;1;0,75;0,3333333;295000;2;Eg tenker att det har vore klimaendringer altid på denne kloden me bur på;
1;1;1;0,25;0,3333333;0;2;Eg bryr meg ikkje om klimaendringer;
3;2;1;1;0,3333333;180000;2;Eg blir skremt Fekk eit tre over bilen under forige orkan Frykter det verste kan skje;
4;1;0;0,5;0,6666667;750000;3;Edruelighet;
5;1;1;0,5;0,3333333;300000;3;Dårligere vær med mer nedbør og vind;
3;2;0;0,75;0,3333333;405000;2;Dårligere vær;
4;1;1;0,75;0,3333333;700000;3;Dårligere skiføre;
5;1;1;0,75;0,3333333;695000;3;Dårligere skiføre;
5;2;1;1;0,6666667;525000;3;Dårligere levevilkår for alt liv på jorden;
3;1;1;0,75;0,3333333;550000;2;dårligere fremtid for alle;
5;1;1;0,75;0,3333333;530000;3;Dårlige vær ulykker;
5;1;1;0,75;0,3333333;0;2;Dårlige trevirke træra vokser for fort;
5;2;0;0,25;0,3333333;600000;3;Dårlig vær mer regn og flere stormer;
5;1;0;0,5;0,3333333;0;2;Dårlig vær;
5;1;0;0,25;0;0;0;Dårlig vær;
3;2;1;0,25;0,3333333;250000;2;Dårlig vær;
2;1;1;0,5;0,3333333;496000;3;Dårlig vær;
5;1;0;0,5;0,6666667;200000;2;dårlig vær;
7;1;1;0,75;0,6666667;250000;3;dårlig vær;
4;1;1;0,75;0,3333333;900000;3;Dårlig samvittighet for livsførsel og mangel på egeninnsats;
4;2;1;0,5;0,3333333;270000;2;Dårlig samvittighet;
3;2;0;0,25;0,3333333;265000;2;Dårlig byluft;
5;1;1;0,75;0,6666667;530000;3;Dårlig;
2;2;1;0,5;0,6666667;350000;3;Døde dyr is som smelter;
1;2;1;1;0,3333333;0;2;Dyrelivet lider og utryddes som konsekvens;
3;1;1;0,75;0,3333333;590000;3;Dumme mennesker som forbruker seg til sin egen undergang;
1;1;0;0,25;0,3333333;0;1;drivstoff bil klimaet om vinteren/ sommer;
4;1;1;0,75;0,3333333;485000;3;Drivhuseffekten;
6;1;1;0,75;0,3333333;336000;3;Drivhuseffekt Temperaturøkning Ekstremvær Naturkatastrofer;
2;2;1;0,75;0,3333333;0;3;Drivhuseffekt forurensing store bedrifter olje;
4;2;1;0,75;0,6666667;470000;3;drivhuseffekt ekstremvær helseproblemer;
4;1;0;0;0,3333333;1300000;2;Drittlei maset fra miljøbevegelsene Tiden går i rundans så også klimaforandringene;
1;2;1;0,5;0;0;2;drastiske forandringer;
5;2;1;0,75;0,3333333;990000;3;Dramatiske endringer for mennneskers dyrs og planters livsvilkår Ekstremvær;
6;1;1;0,75;0,6666667;380000;3;Dramatisk globalt reversibelt menneskeskapt;
1;1;1;1;0,3333333;50000;3;Dominoeffekten som starter med høyere temperaturer og fører til klimatisk uforutsigbarhet som er beskrevet av Kaosteori (sommerfugl-effekten) Dette betyr at små temperaturendringer kan ha katastrofale følger siden værsystemer er non-lineære Dette fører igjen til tap av biodiversistet og påvirker dermed vårt eget livsgrunnlag Klimaendringer er langt mer komplekse enn de fleste har forståelse for og de fleste tenker for tradisjonelt og lineært til å ta problemet seriøst;
3;1;1;1;0,6666667;80000;3;disaster;
5;2;1;0,75;0;325000;3;dette må vi ta på alvor;
6;2;1;0,75;0,3333333;650000;2;Dette må tas på alvor dersom vi ønsker at våre etterkommere skal ha en god klode å lever på i fremtiden;
3;1;1;0,75;0,3333333;625000;2;Dette kan umulig gå bra Antallet mennesker på denne kloden må drastisk ned for for at det skal bli bærekraftig Noe som sikkert kommer til å skje i form av naturkatastrofer og epidemier Men ellers er jeg positiv;
4;1;1;0,5;0,3333333;500000;2;dette har jo vært verre før Har ikke regnet så mye siden 1900 har ikke vært så varnt eller kalt siden i desember osv;
3;2;1;1;0,6666667;340000;2;Dette er skremmende Hva vil skje i fremtiden med de som kommer etter oss?;
6;2;1;0,75;0,3333333;128000;1;Det vil medføre stor negativ forandring for livet på jorda;
5;1;1;1;0,6666667;600000;3;Det skjer Vi må stoppe bruk av fosilt brensel som kull Jeg ønsker at mine etterfølgere overlever Vi må hjelpe dem som virkelig trenger det i u-land;
4;2;0;0,25;0,3333333;300000;2;det skjer men ikke store forandriger;
5;2;0;0;0,3333333;0;1;Det skal vi klare å forholde oss til;
1;2;0;0,75;1;0;2;Det må være et større fokus på løsninger for å hindre farlige utslipp og lignende som kan føre til klimaendringer;
2;2;1;1;0,3333333;0;2;Det kommer aldri til å skje med FrP i regjering;
1;1;1;0,75;0,6666667;60000;1;Det jeg tenker på er hvordan vi skal få utviklet nye måter på å spare klima oljen varer ikke evig før den tid må vi ha funnet opp noe annet som Norge kan tjene penger på som er mye mer miljøvennlig enn oljeboring;
3;2;1;1;0,3333333;605000;3;Det haster å satse på forskning av nye energikilder og folk må ta ansvar å gjøre kollektivt og resirkulere emballasje Trist å reise mindre;
1;1;1;0,75;0,3333333;0;3;det haster;
3;1;0;0;0;980000;3;Det har vært varme og kalde perioder før;
5;1;0;0,25;0;0;3;Det har vært klimaendringer siden tidenes morgen;
6;1;0;0,25;0;405000;1;Det har vært klimaendringer i alle år Selv når det ikke fantes hverken biler eller industri Naturen styrer det meste det vil alltid gå i bølger;
7;1;1;0,75;0,3333333;0;3;Det har vi hatt kjennskap til over lang tid;
1;1;0;0,5;0,3333333;400000;3;Det har skjedd før uten innvirkning av mennesker;
5;1;1;0,5;0,3333333;400000;0;Det har har det vært før også;
2;2;1;0,75;0,6666667;450000;3;Det har gjennom tiden vært små klimaendringer Alt det vi produserer som slipper ut farlig stoffer påvirker klimaet som ikke gir umiddelbar effekt men i lengre sikt vil dette gi store problemer;
3;1;0;0,25;0,3333333;690000;2;Det har forandret seg og for mange tusen år siden;
6;1;0;0,5;0;400000;2;Det har bestandig vært klimaendringer på denne kloden Det er en naturlig prosess som ender med at kloden blir tilintetgjort om noen milliarder år;
7;2;0;0,75;0,3333333;0;2;Det har alltid vært storeklimaendringer menom de er menneskeskapt vet jeg ikke;
5;1;0;0,25;0,6666667;1500000;3;Det har alltid vært klimaendringer!;
2;2;0;0;0;400000;3;Det har alltid vært klimaendringer både med og uten forurensning Eksempelvis istiden da det ikke var forurensing;
5;1;0;0,25;0,3333333;0;3;Det har alltid vært endringer/svingninger i været Det er ikke unormalt;
4;1;0;0,25;0,6666667;820000;3;Det har alltid vært endringer i klimaet i større eller mindre grad;
1;2;1;0,5;0,6666667;100000;2;"Det første ordet eg tenkjer på er ""Global oppvarming"" Det var der heile debatten byrja med filmen ""an inconvenient truth"" osv Deretter tenkjer eg på større naturkatastrofar ";
3;1;1;1;0,6666667;520000;3;Det første jeg tenker er på jenta mi som skal vokse opp og hennes slekt som kommer senere På hva som kommer til å skje ellers på kloden av oversvømmelser naturkatastrofer redusert matproduksjon flyktninger nødhjelp På protester demonstrasjoner og aksjoner fra folk som blir påvirket og som mister sine hjem og lokalsamfunn;
3;2;1;1;0;300000;3;Det forandrer vår verden mer enn vi vil innrømme For meg personlig i min lille verden har klimaendringene egentlig bare positive konsekvenser: kortere vintre varmere somre De globale konsekvensene føler jeg meg fullstendig maktløs overfor;
1;2;1;0,75;0,6666667;0;3;Det finnes viktigere ting selvom det er viktig Noen ganger når partier setter det øverst på listen finner jeg det provoserende mest fordi det ikke føles som noe som faktisk berører oss;
3;1;1;0,75;0,6666667;400000;2;Det er viktig å ta dette på alvor og gjøre noe med dette nå! Det haster;
4;2;1;0,5;0;400000;0;Det er viktig at vi tenker på klimaendring for å kunne bevare jordkloden mest mulig Generasjonens framtid bør bevares;
3;2;1;1;0,3333333;330000;1;Det er veldig trist på klimaendring i dag jeg har tenk på det er 25 11 uten snø når jeg tenke bare noen år tilbake på dene tiden det vært mye snø og mye mer kalde;
4;2;1;0,75;0,3333333;338000;3;Det er vanskelig å vite om alle klimaendringer er menneskeskapte men uansett er det viktig å redusere forurensningen kraftig for den forgifter våre omgivelser og ødelegger folks helse rundt om i verden!;
3;1;0;0,5;0,6666667;300000;2;Det er uklart om det holder på å skje eller ikke men det skader ikke å gjøre noe med måten vi lever på uansett Å redusere forbruket hjelper på mange nivåer;
2;2;1;1;0,3333333;500000;3;Det er trist noe må gjøres!;
6;2;1;1;0,6666667;210000;1;Det er trist att klimaendringer virker på veret iverden som tyfoner flom og jordskjelv;
2;2;1;1;0,3333333;0;3;Det er på grunn av menneskene i hele verden;
5;1;1;0,75;0,3333333;940000;3;Det er nå godt dokumentert at vi opplever og kommer til å oppleve menneskeskapte klimaendringer i vår tid Dessverre ser det ut til at en håndfull høylytte og relativt uinformerte skeptikere har lyktes i å skape et inntrykk av at dette ikke er tilfelle Som oljeprodusent bør Norge sørge for å gjøre hva vi kan for å forhindre at dette kommer ut av kontroll Fortsatt er vi avhengig av fossile brensler (og Norge har en oljeøkonomi) derfor bør det tilrettelegges for storstilt karbonfangst og lagring og Norge har mulighet til å spille en betydelig rolle i dette Vi har dessuten rikelig tilgang på fornybar energi altså er vi i en enestående god situasjon som nasjon;
5;1;0;0,25;0,3333333;480000;3;"Det er noko politikarane snakkar om for å få oss til å betala vårtids avlat ""Når pengane i kista kling Men kva hjelper det miljøet? Politikarane på venstresida vil ha tak i folk sine pengar!";
4;1;1;0,5;0,6666667;100000;2;det er nok reelt;
5;2;1;1;0,3333333;545000;3;Det er menneskeskapt;
3;1;1;1;0,3333333;0;2;Det er kritisk når du leser aviser og ser nyheter som skjer Tenker på mine barnebarn og deres unger Vi har bare en jordklode!!;
2;2;1;1;0,6666667;500000;3;Det er ingen som tar ansvar til det er for seint;
5;1;0;0,25;0;400000;1;Det er ikke vi mennesker som styrer klima;
1;2;0;0,5;0;0;0;Det er ikke bra fordi det skaper forandringer og lager problemer i verden;
3;1;0;0;0;0;2;DET ER IKKE BILENE IDIOTER DET ER FOR SEINT JORDA ER I UBALANSE OG VIL KORRIGERE DET VI HADDE 20 ÅR NÅ ER DERE BARE EN HAUG MED DRITTSEKKER LYKKE TIL VIDERE MED IKKE BRY SEG I TIDE PARASITTER (VI MÅ LEVE I SYMBIOSE MED KLODEN IKKE UTNYTTE DEN!!!!);
2;1;1;0,75;0,6666667;800000;3;Det er høyst på tide at verdenssamfunnet finner sammen for en felles bekjempelse av utslipp!;
6;1;0;0,25;0;250000;2;Det er et værfenomen son går i sykluser;
4;1;1;1;0,3333333;510000;3;Det er et reelt problem som vi må ta på alvor Uten tvil menneskeskapt;
6;2;0;0,25;0,3333333;16000;2;Det er et dramatisk forandring i klima og vi burde gjøre det vi kan enda vi er seint ute med tiltakene;
1;2;0;0,5;0,6666667;6735;1;det er endring som skjer i veret det kan vere høgt temperatur eller lavt temperatur for eksempel global oppvarming;
5;1;0;0,25;0,3333333;600000;2;det er en syklus varme og kalde perioder;
2;2;1;0,5;0,3333333;360000;2;Det er en stor utfordring Vi eller alle må gjøre noe med dette!!!;
7;1;0;0,5;0,3333333;300000;3;Det er en oppgave samtlige land må være med på med samme krav;
5;1;1;1;0,6666667;430000;3;"Det dreier seg om det sterke fokuset på stadig større materiellt forbruk for å gjere oss meir ""tilfreds"" God helse naturmangfald soosial kontakt kulturopplevingar stillhet og ro vert derimot for lite forstått som dei viktige verdiane dei er for et godt liv ";
6;1;1;0,75;0,3333333;250000;2;Det brukes alt for mye av fossilt brendsel Oljeindustrien er altfor dominerende i økonomien og bør begrenses Til og med lønningene i Norge er ledet av oljeindustrien;
2;1;0;0,25;0,3333333;1000000;2;Det blir varmere om vinteren mindre snø Er dette menneskeskapt eller er det nayurlig endring mtp at det tross alt har vert istid i f eks Norge jeg er ikke oppdatert på den forskning som har blitt gjort på dette området;
4;2;0;0,25;0,3333333;120000;2;Det blir varmere og mer ekstremvær;
1;1;1;0,5;0,3333333;150000;0;Det blir varmere;
6;1;0;0,5;0,3333333;650000;2;Det blir varmere;
7;1;1;0,75;0,3333333;627000;3;Det blir varmare gjerne meir nedbør og uroleg ver;
2;2;0;0,75;0,3333333;378000;3;det blir vamere isen smelter mer ekstremvær;
3;2;1;0,5;0,6666667;475000;3;Det blir mindre og mindre polaris;
5;2;0;0,5;0,3333333;0;2;det blir mildere og mer fuktig klima;
6;2;1;0,5;0,3333333;402146;2;Det blir kanskje ikke så ille her i Norge Stakkars de som bor på øyer i Stillehavet;
3;1;0;0,75;0,6666667;348000;3;"det blir gjort alt for lite for å beskytte naturen alle sier ""noen må gjøre noe men ikke vi"" ";
3;2;1;0,75;0,3333333;430000;3;det ar alltid vært endriner i klima Men slik det ser ut nå forbruker vi stadig mer og mulig det ville vært en gevinst om vi forbrukte mindre og reiste mindre med fly;
5;1;0;0,5;0,3333333;675000;3;Deprimerende;
2;2;1;0,5;0,3333333;0;3;depreciating climatic conditions;
1;1;1;0,75;0,3333333;50000;3;Den viktigste saken i vår tid;
2;1;0;0,25;0,6666667;330000;3;Delvis menneskeskapt Jeg tror selv etter å ha lest flere forskningsartikler fra begge sider at klimaendringer går i sykluser Menneskene har muligens påvirket tildels;
2;2;0;0,5;0;0;3;debatt;
3;1;1;0,75;0,6666667;850000;3;De øker;
2;1;1;0,75;0,3333333;400000;3;De største produsentene av CO2 - Kina India etc;
4;1;1;0,5;0,6666667;485;3;De som har muligheten til å gjøre noe ser ikke ut til å bry seg Det er ingen som sier at vi må senke det generelle forbruket jeg har nok av oppgaver og bekymringer om jeg forholder meg til det jeg kan ha innvirkning på;
3;1;1;1;0,3333333;520000;3;De nyeste IPCC rapportene og resultatene i de Tenker at olje kull og gass er for billig energi til at det er mulig å vesentlig redusere utslippene i en korrupt verden(dvs en verden med for liten tillit) Forverring av situasjonen siden bla horisontalborrig vil øke tilgangen på billig skifergass de nærmesye 30 år Havnivåstigning;
4;1;0;0,25;0,6666667;400000;2;de har jeg hørt før;
5;1;0;0,25;0,6666667;740000;3;De har alltid eksistert;
6;1;1;0,5;0,3333333;350000;2;De er trolig menneskeskapt men ikke helt sikkert;
3;2;1;0,75;0,3333333;361900;2;de er reelle og det er litt skremmende Penger styrer verden så man kan ikke stole på politikerne og hva de egentlig gjør med det Framtid for barna våres? Nuclear Fukushima hører ikke mer om hva som skjedde der og om det fortsatt er fare ?;
6;1;0;0,25;0,6666667;230000;0;De er naturlige;
6;1;1;0,75;0,6666667;500000;3;De er menneskeskapt;
2;1;1;1;0,3333333;850000;3;De endringene som skjer i stratos og atmosfæren som vil ødelegge jorden smelte isen på grønnland og heve havnivået med 7 5meter i første omgang;
2;2;1;1;0,6666667;200000;3;De bekymrer meg Norge bør gå foran som et godt eksempel men det viktigste er at vi kan bruke våre ressurser på å hjelpe land som er mye større og har mye mer å si for klimaendringene Mener at forandringer må starte med hvert enkeltmenneske samtidig som jeg vet at Norges utslipp er lave på verdensbasis Og at det derfor er teknologi og kunnskap som kanskje er det viktigste vi kan bidra med;
7;1;1;1;0,6666667;270000;2;Da tenker jeg på om hva mine oppfinnelser kan bidra med: * Mer plas-støpt betong med et mer fleksibelt forskalingssystem vil bidra til mindre tungtransport av betongelementer * Med et enklere forskalingssystem vil flere utleiestasjoner komme til og derav innkorte transportlengde av leid forskaling * Med en lett og mer fleksibel forskaling vil skadelidende etter ekstremvær f eks raskere og billigere gjenoppbygge sine hjem med plasstopt betong * Med et flomsteng som kan brukes de fleste steder og i stor høyde vil store eigedommer snart kunne bli spart for oversvømmelse Ulempe med dagens flomsteng er f eks lav høyde og at steng bare kan bygges på et plant underlag;
5;1;1;0,5;0,3333333;750000;0;Da tenker jeg på et mere ekstremt vær og problemer for de som driver med matproduksjon (jordbruk);
5;1;1;1;0,6666667;800000;1;Da tenker jeg på alt pratet og manglende handlinger Og på at de store sammenhengende stort sett er fraværende i debatten - hvordan kapitalismens lovmessig skaper stadig større klimaendringer;
