;age;gender;humanmade;concern;efficacy;income;edu3;openanswer;translation
1627;2;2;1;0.5;0.6666667;444000;3;Fleire naturkatastrofer;Several natural
1628;6;1;1;1.0;0.6666667;450000;3;FINNE EN LØSNING FORPERMANENT LAGRING AV CO 2 UTSLIPP;FINDING A SOLUTION STORAGE OF CO2
1629;2;1;0;0.5;0.0;460000;0;Fin møte å tjene penger på;Nice meet to earn money
1630;1;2;1;0.75;0.6666667;35000;2;Filippinene solenergi ny forskning naturkatastrofer rushtid elbil;solar new research natural rush hour electric car
1631;7;2;1;0.5;0.3333333;300000;1;Filipinene- uvær Ras og flaum i Norge;Filipinene- storm Ras and flood in
1632;1;1;1;0.5;0.3333333;100000;2;F-Gass sertifisering er totalt unødvendig hvis man har fagbrev som kuldemontør;F-Gas certification be totally unnecessary if a certify cold fitter
1633;3;2;1;1.0;0.6666667;520000;3;Farlig Massedød Naturødeleggelser;Harmful mass destruction of nature
1634;1;2;1;1.0;0.6666667;451800;3;Farlig;Dangerous
1635;1;2;1;1.0;0.3333333;60000;3;Farlig;Dangerous
1636;5;1;1;1.0;0.3333333;1400000;3;farlig;dangerous
1637;2;2;1;0.75;0.6666667;350000;3;farlig;dangerous
1638;1;2;0;0.0;0.0;30000;2;farlig;dangerous
1639;4;2;1;0.5;0.3333333;370000;2;Faren for at mennesker og dyr får sykdommer og naturkatastrofer;The danger that and get and natural
1640;5;2;1;1.0;0.6666667;580000;3;FARE!;TO DO!
1641;2;2;1;1.0;0.6666667;210000;2;Fare svik naturkatastrofer utrygghet;Danger betrayal natural insecurity
1642;2;1;1;0.75;0.3333333;470000;3;Fare;To do
1643;2;2;1;0.5;0.6666667;0;2;Fare;To do
1644;3;2;1;1.0;0.6666667;420000;3;fare;to do
1645;4;1;1;0.5;0.6666667;650000;3;fare;to do
1646;1;1;1;1.0;0.6666667;200000;3;Fare;To do
1647;5;2;1;1.0;0.6666667;650000;3;fare;to do
1648;3;1;0;1.0;0.0;20000;3;false proposition;false proposition
1649;2;2;1;0.75;0.3333333;605000;3;extrema oväder vattenhöjning;extreme storm water increase
1650;6;1;1;0.5;0.3333333;315000;2;et vagt uttrykk som er for generelt;a faint expression be generally
1651;2;2;1;0.75;0.3333333;400000;3;Et svært viktig tema for sammfunnet;A very important issue for continuous composite find
1652;3;2;1;0.5;0.6666667;0;3;et svært fornuftig tema;a hard sound theme
1653;3;1;1;1.0;0.6666667;220000;2;Et resultat av en utvannet missbrukt verden i behov av forandring er ikke for sent å hjelpe!!;A result of a water molest world in need of change be not too late to help !!
1654;4;1;0;0.75;0.3333333;583000;3;Et problem vi delvis kan gjere noko med og der problemløsninga kan kombinerast med andre fornuftige tiltak vi uansett må gjere med tida;One problem we partially can do something about and where problem can be combine with other sensible measure we anyway need to do with the time
1655;1;1;1;0.0;0.6666667;65000;2;et problem som framstår veldig seriøst men egentlig ikke er riktig så seriøst men likevel viktig;an issue that appear very seriously but not really quite so seriously but still important
1656;4;1;0;0.25;0.0;560000;2;Et populistisk uttrykk skapt av mennesker med en økonomisk gevinst av saken;A create by people with a financial gain of the case
1657;6;1;0;0.25;0.0;400000;3;Et ord som brukes for å skremme oss til et visst adferdsmønster og som skal dekke over en stigende energimangel;A word use to scare us to a certain behavior pattern and to cover over a rise energy shortage
1658;5;1;0;0.25;0.6666667;470000;2;Et område man må ha fokus på evt tiltak må iverksettes med vett;One area you need to focus on any measure must be implement with wit
1659;1;2;1;0.25;0.6666667;400000;3;Et motefenomen;and
1660;4;2;0;0.75;0.0;308291;2;Et menneske er ikke til stand til å forandre klimaet Dette er jo natur Dette er veldig vanskelig motstå naturkatastrofen;A human be be not able to change the climate, this be the nature of this be very difficult resist natural disaster
1661;5;1;0;0.0;0.0;0;0;er sikker på at moder jord går i kortere eller lengre sykluser hvem forurenset før siste istid ??;be sure that mother earth be shorter or longer cycle who pollute before the last ice age ??
1662;1;2;1;0.75;0.6666667;0;2;Er redd klimaendringer etterhvert vil gjøre folk i utsatte områder til klimaflyktninger;Is afraid climate change will eventually make people in vulnerable to climate
1663;3;2;1;1.0;0.6666667;530000;3;Er menneskeskapt og må løses av mennesker;Is and must be solve by
1664;4;1;0;0.5;0.3333333;580000;3;er klimaendringer menneskeskapte og er de alvorlige;be climate change man-made and the serious
1665;7;1;1;0.75;0.0;500000;3;Er alt menneskeskapt ? Jeg tror det er en blanding av natur og menneskeskapt men i det minste noe er menneskeskapt og vi må bruke føre var prinsippet Temperaturen var på vei opp før den industrielle revolusjon;Is everything manmade? I think it be a mixture of natural and man-made but at least something be man-made and we must use the precautionary principle temperature be on the rise before the Industrial Revolution
1666;4;1;0;0.25;0.3333333;0;3;Ensretting - Mange uttaler seg veldig bastant om noe de ikke har greie på Klima endringer er sammensatt og komplisert og forskning spriker i alle retninger Dette kommer ikke tydelig frem i den norske debatten;Uniformity - Many state very substantial about something they have no knowledge Climate change be complex and complicate and research splay in all This do not clearly state in the debate
1667;3;2;0;0.25;0.3333333;450000;3;Ensporede forskere klimaendringer har det alltid vært på kloden Forurensning og miljøgifter et større problem og der bør land i Asia ta et STORT ansvar (f eks Kina og India);Single-minded climate change have always be on the globe pollution and a major problem and where should in take a BIG responsibility (eg China and India)
1668;3;1;1;1.0;0.3333333;920000;3;Enklere liv;Easier life
1669;5;1;1;0.75;0.6666667;250000;1;engstelig;anxious
1670;5;1;1;1.0;0.6666667;600000;3;ENERGI SPARING Vi MÅ bli mere bevist på den sløsinga hver enkel av oss gjør til daglig;ENERGY SAVING We MUST become more aware of the waste every single of us do on a daily basis
1671;4;1;1;0.75;0.3333333;700000;3;Endringer som kommer av : 1: Menneskeskapte utslipp 2: Jordens syklus En liten del av 2 men mest av 1;arise from: 1: Anthropogenic 2: Earth's cycle A small portion of the 2 but most of 1
1672;5;2;0;0.5;0.6666667;420000;3;endringer som alltid har forekommet som vi ikke styrer men at vi er med å påvirke den litt med vårt forbruk;change always occur that we do not control but that we be able to influence the bite with our consumption
1673;4;1;1;0.5;0.3333333;1000000;3;Endringer skjer som de har gjort i alle tider;occur as they have do throughout the age
1674;1;2;0;0.5;0.6666667;35000;1;endringer på jorda som vi ikke kan kontrollere;change in the Earth that we can not control
1675;4;2;1;1.0;0.3333333;462000;3;"Endringer på jorda for alle mennesker Endringer som ikke er til det gode Utfordringer for de ""svakeste""";"on Earth for all people not for good for the ""weakest"""
1676;2;2;1;0.5;0.3333333;0;3;endringer i været flere stormer og dødsfall;change in weather more storm and
1677;6;1;1;0.5;0.6666667;325000;1;Endringer i været;in weather
1678;5;2;1;0.25;0.6666667;200000;2;Endringer i været;in weather
1679;1;2;0;1.0;0.3333333;39000;2;Endringer i temperatur og værforhold over lengre tid Jorden vår har naturlige klimaendringer fordi jorden vipper fram og tilbake langs sin egen akse gjennom en periode på rundt 27 000 år Men vi har påvirket denne naturlige syklusen negativt og muligens økt hastigheten dens Livet klarer seg nok alltids men menneskene skaper sin egen undergang hvis vi ikke endrer oss som en global nasjon noe vi ikke er etter min personlige mening Jeg føler meg mer som en fortapt og forvirret eremitt enn et medlem av en global maurtue av mennesker Klimaet kommer til å fortsette å endre seg men vi må endre oss med den like raskt;in temperature and weather condition over time our Earth have natural climate change because the earth tilt back and forth along its axis through a period of about 27 000 But we have influence this natural cycle negatively and possibly increase speed its Life manage enough always but people create their own destruction if we do not change ourselves as a global nation something we be not, in my personal opinion I feel more like a lose and confuse hermit than a member of a global anthill of people climate will continue to change but we must change with it just as quickly
1680;2;1;1;0.5;0.3333333;420000;2;Endringer i natur polsmelting øking av havnivå avskoging økning av alvorige naturkatastrofer;in nature pole melt increase sea level deforestation increase of severe natural
1681;5;1;0;0.25;0.3333333;400000;3;Endringer i klimaet har først og fremst naturlige årsaker og har foregått og foregår kontinuerlig Dagens klimadebatt preges av useriøse dommedagsprofetier Dessverre virker det også som om enkelte forskermiljøer føler seg programforpliktet til å overfokusere på mulige negative funn og å underkommunisere hvor stor usikkerhet det egentlig er i forskningsresultatene;Climate change be primarily natural cause and have occur and be ongoing current climate debate be characterize by rogue doomsday Unfortunately it seem also that some research group feel program commit to over-focus on possible negative find and conceal just how much uncertainty it really be in the research result
1682;6;1;1;0.75;0.3333333;850000;3;Endringer i klima som i stor grad skyldes menneskelig virksomhet;in climate that be largely cause by human activity
1683;3;1;0;0.5;0.6666667;500000;2;Endringer i klima sammelignet med de siste 100 år;Climate change be compare with the last 100
1684;5;2;1;0.0;0.0;330000;2;endringer i det økologiske system pga utslipp av klimagasser forurensning værforandringer katastrofer forstyrrelser på kloden med langtidsvirkninger umulig for mennesker å forhindre;change in the ecological system due to greenhouse gas pollution in weather on the globe with long term effect impossible for to prevent
1685;3;1;1;1.0;0.3333333;625000;3;"Endringer i det ""normale"" klimaet på et sted i en region eller verden ";"to the ""normal"" climate of a place in a region or the world"
1686;5;2;1;0.75;0.3333333;0;1;Endringer for både mennesker og dyr og dessverre i negativ retning;to both and animals, and unfortunately in the negative direction
1687;2;1;1;0.5;0.6666667;423000;2;"Endringer av det som vi oppfatter som ""normalt"" klima i vår levetid Men sett på jordens levetid kanskje ikke så unormalt? Menneskeskapt? Ja kanskje vil kan iallfall gjøre vårt for at det blir bedre og ikke verre ";"of what we perceive as ""normal"" climate in our lifetime But see on Earth's life may not be so unusual? Manmade? Yes might want to at least do our utmost to make it better and not worse"
1688;5;2;0;0.5;0.6666667;560000;3;Endring i værlag og temperatur;in the wind and the weather and temperature
1689;1;2;1;0.75;0.6666667;203785;2;Endring i været og ødeleggelse av ozonlaget;in weather and the destruction of the ozone layer
1690;2;2;1;0.5;0.6666667;425100;3;endring i vêr;change in
1691;3;2;0;0.25;0.3333333;450000;3;Endring i temperatur endring i årstidene mindre varme om sommeren og varmere vintre;in temperature change in season less heat in summer and warmer winter
1692;1;2;1;0.5;0.3333333;260000;0;Endring i temperatur;in temperature
1693;2;1;1;0.75;1.0;70000;3;"Endring i ozonlaget fabrikkutslepp naturkatastrofer amerikansk kapitalisme med einaste fokus på profitt til og med ved å utnytte ""grøne bedrift""-stempel ";"in the ozone layer factory natural capitalism with only part focus on profit even by exploit the 'greenest company ""stamp"
1694;5;1;1;0.75;0.3333333;620000;2;endring i jordenshelse;change in soil health
1695;6;1;1;1.0;0.6666667;340000;3;Endring avvær;amendment
1696;6;1;0;0.5;0.3333333;400000;1;Endring av vær temperatur og luftrenhet Hva er menneskeskapt? Hva er jordas naturlige sykluss?;weather temperature and air purity What be man-made? What be the Earth's natural cycle's?
1697;2;1;0;0.25;0.3333333;600000;2;Endring av vær;weather
1698;6;2;1;0.75;0.6666667;500000;3;"endring av gjennomsnittstemperatur og endirng av værtype (""ekstremvær"")";"change the average temperature and of weather condition ( ""extreme"")"
1699;2;2;1;0.75;0.3333333;400000;3;Endrede årstider havet vil stige flere land vil ha problemer med å holde vannmassene unna;season sea level will rise several will have trouble keep the water away
1700;6;1;0;0.5;0.3333333;500000;3;endrede temperatur og værforhold/ekstremvær;change temperature and weather condition / extreme
1701;1;1;0;0.75;0.3333333;180000;1;En usikker fremtid;An uncertain future
1702;2;1;0;0.25;0.6666667;420000;2;En unnskyldning til å spare penger;An excuse to save money
1703;3;2;1;0.75;0.3333333;33000;3;En umulig oppgave;An impossible task
1704;2;2;1;0.75;0.0;247500;2;En ting som ingen kan forhindre;One thing that no one can prevent
1705;5;1;1;0.5;0.6666667;900000;3;En sak som fortjener en bedre klimajournalistikk;A case that deserve a better climate journalism
1706;3;1;1;1.0;0.6666667;400000;3;En reel og seriøs trussel mot hele verdenssamfunnet som må tas på det største alvor;A reel and serious threat to the entire international community that must be take very seriously
1707;2;1;1;1.0;0.6666667;450000;2;En realitet hvor mennesket har skylden;A reality where man be to blame
1708;3;1;1;0.5;0.3333333;550000;3;en overskrift jeg begynner å gå lei;a headline I'm start to get bore
1709;4;2;0;0.25;0.3333333;400000;3;En naturlig endring på jordkloden som er en evig prosess som aldri vil stå stille;A natural change on Earth as an eternal process that will never stand still
1710;2;2;1;1.0;0.3333333;150000;3;En menneskeskapt trussel som mange fornekter pga frykt;A man-made threat that many deny due fear
1711;4;1;1;0.75;0.3333333;600000;3;En gigantisk internasjonal utfordring det virker håpløst å enes om virkemidlene for;A giant international challenge it seem hopeless to agree on measure for
1712;4;2;1;0.5;0.3333333;195000;3;En fremtidig trussel mot barnebarnet mitt;A future threat to my grandson
1713;1;1;1;1.0;0.0;40000;2;En endring skapt av både mennesker og natur som vil skape alvorlige konsevenser gjennom mitt voksene liv;A change create by both man and nature that will create serious through my adult life
1714;3;1;0;0.5;0.3333333;550000;2;en eller annen naturkatastrofe og hvor de matrielle skadene skadene som må til i oppbyggingen kommer fra kan de bare matrialene bare komme og har vi uendelig nok av disse mineralene i/på kloden vær;one way or another natural disaster and how they that need to build up come from, they can only just come and we have endless enough of these in / on the globe weather
1715;2;1;0;0.25;0.3333333;400000;2;En del av jordas naturlige syklus;A portion of the Earth's natural cycle
1716;6;1;1;0.75;0.6666667;500000;3;En av de tre største utfordringene for verden nå og i fremtiden;One of the three biggest challenge for the world now and in the future
1717;4;2;1;0.75;0.3333333;475000;3;En av de største utfordringene i dagens samfunn;One of the biggest challenge in today's society
1718;3;2;1;0.5;0.3333333;480000;3;elektrisk sykkel;electric bike
1719;4;2;1;0.75;0.6666667;500000;3;Elbil -);Electric car -)
1720;1;1;0;0.0;0.0;180000;2;El-bil;El-bil
1721;2;1;0;0.5;0.3333333;850000;2;Elbil;
1722;4;2;1;0.5;0.3333333;360000;2;Elbil;
1723;4;1;1;0.5;0.3333333;650000;2;Elbil;
1724;2;2;1;0.5;0.3333333;40000;3;ekstremvær verdenshavene vokser;extreme grow
1725;6;1;0;0.75;0.3333333;0;2;Ekstremvær tempraturendring issmelting;Extreme weather deglaciation
1726;6;2;1;0.5;0.6666667;0;2;Ekstremvær Smelting av is i polområder Høyere havtemperaturer;Extreme Melting of ice in the polar Higher sea
1727;4;2;1;0.75;0.3333333;750000;3;Ekstremvær og ødeleggelser;Extreme weather and destruction
1728;4;2;1;0.75;0.3333333;590000;3;ekstremvær og smelting av is på polene;extreme weather and melt ice on the pole
1729;4;1;1;0.75;0.3333333;600000;3;Ekstremvær og på sikt fare for regionale konflikter;Extreme weather and the long term risk of regional conflict
1730;5;1;0;0.5;0.6666667;300000;3;Ekstremvær Naturkatastrofer Ubalanse i levekårene på kloden;Extreme weather Natural imbalance in live condition on the planet
1731;3;2;1;1.0;0.3333333;460000;3;ekstremvær naturkatastrofer;extreme natural
1732;6;2;1;0.75;0.0;230000;1;ekstremvær mer nedbør;extreme weather more rainfall
1733;6;2;1;1.0;0.3333333;300000;3;Ekstremvær med påfølgende naturkatastrofer;Extreme subsequent natural
1734;6;2;1;1.0;0.3333333;0;2;Ekstremvær med kraftig vind og nedbør;Extreme weather with strong wind and rainfall
1735;2;1;1;1.0;0.3333333;0;3;Ekstremvær katastrofe hungersnød fremtidig massiv innvandring;Extreme weather disaster famine future massive immigration
1736;1;1;0;0.25;0.3333333;40000;2;Ekstremvær issmelting temperaturøkning;Extreme ice melt temperature increase
1737;5;1;1;1.0;0.6666667;600000;3;ekstremvær høyere havnivå flere naturkatastrofer vanskeligere vilkår for matproduksjon verden over;extreme sea-level rise in natural more difficult condition for food production
1738;2;2;1;0.75;0.3333333;450000;3;Ekstremvær Forurensning;Extreme Pollution
1739;4;2;1;0.75;0.3333333;145000;3;Ekstremvær flom og ras og varmere vær;Extreme flood and and warmer weather
1740;5;2;1;0.75;0.3333333;450000;3;ekstremvær flom katastrofer varme vintere kalde sommere;extreme flood warm winter cold summer
1741;7;2;0;0.25;0.3333333;145000;1;Ekstremvær flom katastrofer kalde somre varme vintre;Extreme flood cold summer warm winter
1742;2;2;1;0.75;0.3333333;400000;3;Ekstremvær flom høgare vannstand at det går ut over dei fattigaste;Extreme flood graduate water level that go beyond the
1743;4;2;1;0.75;0.6666667;200000;3;Ekstremvær av forskjellige typer som flom storm tyfoner osv som ser ut til å ha økt i omfang de siste årene;Extreme weather of different such as flood storm which seem to have increase in scope in recent
1744;3;2;1;0.75;0.6666667;650000;3;ekstremvær - som påvirker folks liv;extreme - that affect people's live
1745;5;1;1;0.75;0.3333333;350000;2;Ekstremvær - mye regn og høyere varme;Extreme weather - heavy rain and higher heat
1746;5;1;1;0.75;0.3333333;0;2;Ekstremvær;Extreme weather
1747;5;2;1;0.75;0.3333333;190000;3;Ekstremvær;Extreme weather
1748;7;1;1;1.0;0.3333333;260700;2;Ekstremvær;Extreme weather
1749;6;2;1;0.75;0.3333333;192000;3;ekstremvær;extreme weather
1750;5;1;1;0.5;0.3333333;300000;3;Ekstremvær;Extreme weather
1751;5;1;1;1.0;0.6666667;0;3;Ekstremvær;Extreme weather
1752;6;1;1;0.5;0.3333333;360000;3;Ekstremvær;Extreme weather
1753;5;2;0;0.75;0.3333333;400000;3;Ekstremvær;Extreme weather
1754;5;2;1;0.75;0.6666667;200000;2;Ekstremvær;Extreme weather
1755;7;1;1;0.75;0.3333333;400000;3;Ekstremvær;Extreme weather
1756;7;1;1;0.75;0.3333333;650000;3;Ekstremvær;Extreme weather
1757;5;2;1;0.75;0.6666667;0;2;Ekstremvær;Extreme weather
1758;4;1;1;0.75;0.3333333;500000;3;Ekstremvær;Extreme weather
1759;7;1;0;0.5;0.3333333;900000;3;Ekstremvær;Extreme weather
1760;5;2;1;0.5;0.3333333;768300;2;ekstremvær;extreme weather
1761;4;1;1;0.75;0.3333333;820000;3;Ekstremvær;Extreme weather
1762;5;1;1;0.5;0.3333333;500000;3;Ekstremvær;Extreme weather
1763;2;1;1;0.5;0.3333333;381000;3;Ekstremvær;Extreme weather
1764;4;2;1;0.75;0.6666667;548000;3;ekstremvær;extreme weather
1765;4;2;1;0.75;0.6666667;630000;3;Ekstremvær;Extreme weather
1766;5;1;1;0.5;0.3333333;810000;3;Ekstremvær;Extreme weather
1767;5;1;0;0.5;0.3333333;700000;3;Ekstremvær;Extreme weather
1768;6;2;1;1.0;0.6666667;1000000;3;Ekstremvær;Extreme weather
1769;5;2;1;1.0;0.3333333;370000;1;Ekstremvær;Extreme weather
1770;3;1;1;0.5;0.3333333;700000;3;Ekstremvær;Extreme weather
1771;5;1;1;0.75;0.6666667;600000;3;Ekstremvær;Extreme weather
1772;4;2;0;0.0;0.0;1000000;3;ekstremvær;extreme weather
1773;1;2;1;0.75;0.6666667;0;2;Ekstremvær;Extreme weather
1774;3;2;1;0.5;0.3333333;420000;0;Ekstremvær;Extreme weather
1775;2;2;1;1.0;0.3333333;516000;3;ekstremvær;extreme weather
1776;1;1;1;0.25;0.0;480000;3;Ekstremvær;Extreme weather
1777;1;2;1;1.0;0.3333333;0;3;Ekstremvær;Extreme weather
1778;5;2;1;0.5;0.6666667;250000;2;Ekstremvær;Extreme weather
1779;3;1;0;0.25;0.3333333;420000;2;Ekstremvær;Extreme weather
1780;6;1;1;0.75;0.3333333;600000;3;Ekstremvær;Extreme weather
1781;7;2;1;0.5;0.0;200000;1;Ekstremvær;Extreme weather
1782;3;2;1;0.75;0.3333333;240000;3;ekstremvær;extreme weather
1783;5;1;1;0.5;0.3333333;850000;3;Ekstremvær;Extreme weather
1784;5;1;0;0.25;0.3333333;1000000;2;ekstremvær;extreme weather
1785;5;1;0;0.5;0.0;400000;3;Ekstremvær;Extreme weather
1786;4;2;1;0.75;0.3333333;950000;3;Ekstremvær;Extreme weather
1787;5;2;1;1.0;0.6666667;300000;1;ekstremvær;extreme weather
1788;5;2;1;0.75;0.6666667;0;3;ekstremvær;extreme weather
1789;5;2;1;0.25;0.0;0;0;ekstremvær;extreme weather
1790;2;2;1;0.75;0.6666667;480000;3;Ekstremvær;Extreme weather
1791;2;2;1;1.0;0.3333333;420000;3;ekstremvær;extreme weather
1792;5;2;0;0.5;0.3333333;200000;0;Ekstremvær;Extreme weather
1793;4;2;0;0.75;0.6666667;190000;2;ekstremvær;extreme weather
1794;4;2;1;0.75;0.6666667;190000;2;ekstremvær;extreme weather
1795;3;1;0;0.5;0.3333333;824000;3;Ekstremvær;Extreme weather
1796;2;1;1;0.75;0.6666667;550000;3;Ekstremvær;Extreme weather
1797;4;2;1;1.0;0.3333333;295000;2;Ekstremvær;Extreme weather
1798;3;2;1;1.0;0.3333333;380000;3;ekstreme værforandringer bresmelting tørke;extreme weather change glacier melt drought
1799;5;1;1;0.75;0.3333333;550000;3;Ekstreme vinder jordras ekstreme temperaturer høye og lave Ekstreme bølgehøyder;Extreme wind extreme high and low extreme wave
1800;5;2;1;0.75;0.6666667;350000;2;Ekstreme naturkatastrofer;Extreme natural
1801;3;1;1;0.75;0.3333333;600000;2;ekstrem vær;extreme weather
1802;5;2;1;0.75;0.3333333;200000;0;ekstrem vær;extreme weather
1803;4;1;1;0.75;0.3333333;600000;2;Ekstrem vær;extreme weather
1804;2;2;1;0.75;0.6666667;400000;3;ekstrem vær;extreme weather
1805;3;2;1;0.5;0.3333333;200000;2;ekstrem vær;extreme weather
1806;5;1;1;0.75;0.3333333;360000;2;eksremvær;
1807;5;1;1;0.75;0.3333333;500000;3;Eksos;Exhaust
1808;5;1;0;0.5;0.6666667;390000;2;ein måte andre land og kare til seg penger på;a way other and hoard money
1809;2;1;0;0.25;0.3333333;0;0;Eg vill ikkje ha klimaendring;wild do not have climate change
1810;5;1;0;0.5;0.6666667;600000;1;Eg trur de er mykje media skapt hysteri Og i tilleg er de politisk bestemt att de skall vere mest mogleg fokus på miljø de skaper arbeidsplassar og grunnar for å krevje avgifter;think they be many media create hysteria And in addition they be politically determine the shell be most possible focus on the environment they create work place and reason to demand a tax
1811;6;1;1;0.75;0.3333333;295000;2;Eg tenker att det har vore klimaendringer altid på denne kloden me bur på;think it have climate change always on this globe me cage in
1812;1;1;1;0.25;0.3333333;0;2;Eg bryr meg ikkje om klimaendringer;care not about climate change
1813;3;2;1;1.0;0.3333333;180000;2;Eg blir skremt Fekk eit tre over bilen under forige orkan Frykter det verste kan skje;be intimidate a tree over the car during of hurricane the worst can happen
1814;4;1;0;0.5;0.6666667;750000;3;Edruelighet;sobriety
1815;5;1;1;0.5;0.3333333;300000;3;Dårligere vær med mer nedbør og vind;weather with more rain and wind
1816;3;2;0;0.75;0.3333333;405000;2;Dårligere vær;weather
1817;4;1;1;0.75;0.3333333;700000;3;Dårligere skiføre;ski condition
1818;5;1;1;0.75;0.3333333;695000;3;Dårligere skiføre;ski condition
1819;5;2;1;1.0;0.6666667;525000;3;Dårligere levevilkår for alt liv på jorden;Substandard live condition for all life on Earth
1820;3;1;1;0.75;0.3333333;550000;2;dårligere fremtid for alle;future for all
1821;5;1;1;0.75;0.3333333;530000;3;Dårlige vær ulykker;Bad weather
1822;5;1;1;0.75;0.3333333;0;2;Dårlige trevirke træra vokser for fort;Poor wood tree grow too fast
1823;5;2;0;0.25;0.3333333;600000;3;Dårlig vær mer regn og flere stormer;Bad weather more rain and more storm
1824;5;1;0;0.5;0.3333333;0;2;Dårlig vær;Bad weather
1825;5;1;0;0.25;0.0;0;0;Dårlig vær;Bad weather
1826;3;2;1;0.25;0.3333333;250000;2;Dårlig vær;Bad weather
1827;2;1;1;0.5;0.3333333;496000;3;Dårlig vær;Bad weather
1828;5;1;0;0.5;0.6666667;200000;2;dårlig vær;bad weather
1829;7;1;1;0.75;0.6666667;250000;3;dårlig vær;bad weather
1830;4;1;1;0.75;0.3333333;900000;3;Dårlig samvittighet for livsførsel og mangel på egeninnsats;Guilty of conduct and lack of own
1831;4;2;1;0.5;0.3333333;270000;2;Dårlig samvittighet;Guilty
1832;3;2;0;0.25;0.3333333;265000;2;Dårlig byluft;poor city air
1833;5;1;1;0.75;0.6666667;530000;3;Dårlig;Bad
1834;2;2;1;0.5;0.6666667;350000;3;Døde dyr is som smelter;Dead ice melt
1835;1;2;1;1.0;0.3333333;0;2;Dyrelivet lider og utryddes som konsekvens;The wildlife suffer and perish as a consequence
1836;3;1;1;0.75;0.3333333;590000;3;Dumme mennesker som forbruker seg til sin egen undergang;Stupid people who consume up to their own destruction
1837;1;1;0;0.25;0.3333333;0;1;drivstoff bil klimaet om vinteren/ sommer;fuel car climate in winter / summer
1838;4;1;1;0.75;0.3333333;485000;3;Drivhuseffekten;The greenhouse effect
1839;6;1;1;0.75;0.3333333;336000;3;Drivhuseffekt Temperaturøkning Ekstremvær Naturkatastrofer;Greenhouse effect Temperature increase Extreme Natural
1840;2;2;1;0.75;0.3333333;0;3;Drivhuseffekt forurensing store bedrifter olje;Global warm pollution large oil
1841;4;2;1;0.75;0.6666667;470000;3;drivhuseffekt ekstremvær helseproblemer;greenhouse effect extreme health
1842;4;1;0;0.0;0.3333333;1300000;2;Drittlei maset fra miljøbevegelsene Tiden går i rundans så også klimaforandringene;Sick bustle of environmental Time pass in also climate change
1843;1;2;1;0.5;0.0;0;2;drastiske forandringer;drastic change
1844;5;2;1;0.75;0.3333333;990000;3;Dramatiske endringer for mennneskers dyrs og planters livsvilkår Ekstremvær;Dramatic change and plant live condition Extreme weather
1845;6;1;1;0.75;0.6666667;380000;3;Dramatisk globalt reversibelt menneskeskapt;Dramatic global reversibly
1846;1;1;1;1.0;0.3333333;50000;3;Dominoeffekten som starter med høyere temperaturer og fører til klimatisk uforutsigbarhet som er beskrevet av Kaosteori (sommerfugl-effekten) Dette betyr at små temperaturendringer kan ha katastrofale følger siden værsystemer er non-lineære Dette fører igjen til tap av biodiversistet og påvirker dermed vårt eget livsgrunnlag Klimaendringer er langt mer komplekse enn de fleste har forståelse for og de fleste tenker for tradisjonelt og lineært til å ta problemet seriøst;Domino effect start with higher and lead to climatic describe by chaos theory (the butterfly effect) This mean that small temperature change can have disastrous since weather be non-linear This in turn lead to loss of and thereby influence our own Climate change be far more complex than most understand and most people think of traditional and linearly to take the issue seriously
1847;3;1;1;1.0;0.6666667;80000;3;disaster;disaster
1848;5;2;1;0.75;0.0;325000;3;dette må vi ta på alvor;this we must take seriously
1849;6;2;1;0.75;0.3333333;650000;2;Dette må tas på alvor dersom vi ønsker at våre etterkommere skal ha en god klode å lever på i fremtiden;This must be take seriously if we want our will have a good planet to live on in the future
1850;3;1;1;0.75;0.3333333;625000;2;Dette kan umulig gå bra Antallet mennesker på denne kloden må drastisk ned for for at det skal bli bærekraftig Noe som sikkert kommer til å skje i form av naturkatastrofer og epidemier Men ellers er jeg positiv;This can not possibly go well The number of people on this planet have drastically down for it to be sustainable Something that certainly will happen in the form of natural and But otherwise I'm positive
1851;4;1;1;0.5;0.3333333;500000;2;dette har jo vært verre før Har ikke regnet så mye siden 1900 har ikke vært så varnt eller kalt siden i desember osv;these have be worse before have not rain so much since 1900 have not be as or call since etc.
1852;3;2;1;1.0;0.6666667;340000;2;Dette er skremmende Hva vil skje i fremtiden med de som kommer etter oss?;This be scary what will happen in the future with those who come after us?
1853;6;2;1;0.75;0.3333333;128000;1;Det vil medføre stor negativ forandring for livet på jorda;It will result in major negative change for life on Earth
1854;5;1;1;1.0;0.6666667;600000;3;Det skjer Vi må stoppe bruk av fosilt brensel som kull Jeg ønsker at mine etterfølgere overlever Vi må hjelpe dem som virkelig trenger det i u-land;It happens, we must stop use fuel such as coal, I want my survive, we must help those who really need it in develop
1855;4;2;0;0.25;0.3333333;300000;2;det skjer men ikke store forandriger;it happen but no major change
1856;5;2;0;0.0;0.3333333;0;1;Det skal vi klare å forholde oss til;We will be able to relate to
1857;1;2;0;0.75;1.0;0;2;Det må være et større fokus på løsninger for å hindre farlige utslipp og lignende som kan føre til klimaendringer;There must be a greater focus on to avoid any and the like which can lead to climate change
1858;2;2;1;1.0;0.3333333;0;2;Det kommer aldri til å skje med FrP i regjering;It's never go to happen with the Progress Party in Government
