"X"	"age"	"gender"	"humanmade"	"concern"	"efficacy"	"income"	"edu3"	"translation"	"univdummy"	"theta1"	"theta2"	"theta3"	"theta4"
"1747"	1746	5	1	1	0.75	0.3333333	0	2	"Extreme weather "	0	0.446601950086865	0.160386509459771	0.142714081269458	0.250297459183907
"1748"	1747	5	2	1	0.75	0.3333333	190000	3	"Extreme weather "	1	0.47405206419178	0.124567524451916	0.142751709739422	0.258628701616882
"1749"	1748	7	1	1	1	0.3333333	260700	2	"Extreme weather "	0	0.479037922229339	0.143743302802428	0.138646893027606	0.238571881940626
"1750"	1749	6	2	1	0.75	0.3333333	192000	3	"extreme weather "	1	0.494571950995238	0.116032810438285	0.135725305907849	0.253669932658629
"1751"	1750	5	1	1	0.5	0.3333333	300000	3	"Extreme weather "	1	0.46457336108709	0.143730394382006	0.153364506992344	0.238331737538561
"1752"	1751	5	1	1	1	0.6666667	0	3	"Extreme weather "	1	0.447749051897219	0.142339462983527	0.172185674665819	0.237725810453435
"1753"	1752	6	1	1	0.5	0.3333333	360000	3	"Extreme weather "	1	0.485280452719652	0.134611012765667	0.146309854343309	0.233798680171372
"1754"	1753	5	2	0	0.75	0.3333333	400000	3	"Extreme weather "	1	0.433736359876602	0.191315849560253	0.136535366490342	0.238412424072804
"1755"	1754	5	2	1	0.75	0.6666667	200000	2	"Extreme weather "	0	0.465182021979716	0.131558591557791	0.123866855730614	0.279392530731879
"1756"	1755	7	1	1	0.75	0.3333333	400000	3	"Extreme weather "	1	0.496945312815528	0.128027785789724	0.14843401549015	0.226592885904599
"1757"	1756	7	1	1	0.75	0.3333333	650000	3	"Extreme weather "	1	0.496945312815528	0.128027785789724	0.14843401549015	0.226592885904599
"1758"	1757	5	2	1	0.75	0.6666667	0	2	"Extreme weather "	0	0.465182021979716	0.131558591557791	0.123866855730614	0.279392530731879
"1759"	1758	4	1	1	0.75	0.3333333	500000	3	"Extreme weather "	1	0.434833347562564	0.155216903510174	0.170285790749671	0.239663958177591
"1760"	1759	7	1	0	0.5	0.3333333	900000	3	"Extreme weather "	1	0.463541195503942	0.192777069218802	0.133119816254021	0.210561919023235
"1761"	1760	5	2	1	0.5	0.3333333	768300	2	"extreme weather "	0	0.472257900278512	0.134409514437919	0.116747191805708	0.276585393477861
"1762"	1761	4	1	1	0.75	0.3333333	820000	3	"Extreme weather "	1	0.434833347562564	0.155216903510174	0.170285790749671	0.239663958177591
"1763"	1762	5	1	1	0.5	0.3333333	500000	3	"Extreme weather "	1	0.46457336108709	0.143730394382006	0.153364506992344	0.238331737538561
"1764"	1763	2	1	1	0.5	0.3333333	381000	3	"Extreme weather "	1	0.40314420271271	0.172049389461291	0.174252624751332	0.250553783074668
"1765"	1764	4	2	1	0.75	0.6666667	548000	3	"extreme weather "	1	0.454728758763465	0.12781517161902	0.148732004561301	0.268724065056214
"1766"	1765	4	2	1	0.75	0.6666667	630000	3	"Extreme weather "	1	0.454728758763465	0.12781517161902	0.148732004561301	0.268724065056214
"1767"	1766	5	1	1	0.5	0.3333333	810000	3	"Extreme weather "	1	0.46457336108709	0.143730394382006	0.153364506992344	0.238331737538561
"1768"	1767	5	1	0	0.5	0.3333333	700000	3	"Extreme weather "	1	0.422314836403408	0.214846626275819	0.144504196054318	0.218334341266455
"1769"	1768	6	2	1	1	0.6666667	1000000	3	"Extreme weather "	1	0.486937465630208	0.113190285680354	0.143624981045517	0.256247267643921
"1770"	1769	5	2	1	1	0.3333333	370000	1	"Extreme weather "	0	0.444980494805863	0.15285671454446	0.115683767375199	0.286479023274478
"1771"	1770	3	1	1	0.5	0.3333333	700000	3	"Extreme weather "	1	0.423452134038009	0.162467524721206	0.167355941730001	0.246724399510784
"1772"	1771	5	1	1	0.75	0.6666667	600000	3	"Extreme weather "	1	0.456975321107262	0.14025261184453	0.162128670381598	0.24064339666661
"1773"	1772	4	2	0	0	0	1000000	3	"extreme weather "	1	0.436766948089797	0.199578894507148	0.118171226774289	0.245482930628766
"1774"	1773	1	2	1	0.75	0.6666667	0	2	"Extreme weather "	0	0.384980893797791	0.169328830047421	0.14822852749014	0.297461748664648
"1775"	1774	3	2	1	0.5	0.3333333	420000	0	"Extreme weather "	0	0.40790042230726	0.179865246230085	0.0954739730802455	0.31676035838241
"1776"	1775	2	2	1	1	0.3333333	516000	3	"extreme weather "	1	0.404152392216172	0.153407386071887	0.173690391485028	0.268749830226914
"1777"	1776	1	1	1	0.25	0	480000	3	"Extreme weather "	1	0.390308316347943	0.186099697504703	0.171487851520862	0.252104134626492
"1778"	1777	1	2	1	1	0.3333333	0	3	"Extreme weather "	1	0.384162116186698	0.162569788668674	0.18075397483073	0.272514120313897
"1779"	1778	5	2	1	0.5	0.6666667	250000	2	"Extreme weather "	0	0.473263965451666	0.128827401820389	0.115874083908415	0.28203454881953
"1780"	1779	3	1	0	0.25	0.3333333	420000	2	"Extreme weather "	0	0.380395995355576	0.25138501365672	0.126431394462552	0.241787596525151
"1781"	1780	6	1	1	0.75	0.3333333	600000	3	"Extreme weather "	1	0.476171588098285	0.136915626349169	0.155749575506285	0.231163210046261
"1782"	1781	7	2	1	0.5	0	200000	1	"Extreme weather "	0	0.499831092501912	0.13284035797433	0.0918103268453772	0.275518222678381
"1783"	1782	3	2	1	0.75	0.3333333	240000	3	"extreme weather "	1	0.433172427261088	0.142223641219313	0.156757421692363	0.267846509827236
"1784"	1783	5	1	1	0.5	0.3333333	850000	3	"Extreme weather "	1	0.46457336108709	0.143730394382006	0.153364506992344	0.238331737538561
"1785"	1784	5	1	0	0.25	0.3333333	1000000	2	"extreme weather "	0	0.420496164215568	0.22778546272317	0.117233156343632	0.23448521671763
"1786"	1785	5	1	0	0.5	0	400000	3	"Extreme weather "	1	0.42015338226236	0.221856577857553	0.144681322928386	0.213308716951701
"1787"	1786	4	2	1	0.75	0.3333333	950000	3	"Extreme weather "	1	0.453566998372029	0.133304129765604	0.149769507108509	0.263359364753859
"1788"	1787	5	2	1	1	0.6666667	300000	1	"extreme weather "	0	0.446068092281869	0.146877007791378	0.11496805599859	0.292086843928163
"1789"	1788	5	2	1	0.75	0.6666667	0	3	"extreme weather "	1	0.475165017979043	0.119274819751838	0.141656081763151	0.263904080505968
"1790"	1789	5	2	1	0.25	0	0	0	"extreme weather "	0	0.453659734414024	0.161199930672189	0.0815535722966021	0.303586762617185
"1791"	1790	2	2	1	0.75	0.6666667	480000	3	"Extreme weather "	1	0.41415673254037	0.145447013998244	0.16278737990387	0.277608873557515
"1792"	1791	2	2	1	1	0.3333333	420000	3	"extreme weather "	1	0.404152392216172	0.153407386071887	0.173690391485028	0.268749830226913
"1793"	1792	5	2	0	0.5	0.3333333	200000	0	"Extreme weather "	0	0.405243321035342	0.231395418996656	0.0806162387001154	0.282745021267887
"1794"	1793	4	2	0	0.75	0.6666667	190000	2	"extreme weather "	0	0.404636576473662	0.210839357513818	0.122558161824297	0.261965904188222
"1795"	1794	4	2	1	0.75	0.6666667	190000	2	"extreme weather "	0	0.444927883082618	0.14074606985636	0.130011271343114	0.284314775717908
"1796"	1795	3	1	0	0.5	0.3333333	824000	3	"Extreme weather "	1	0.381895628404393	0.237276240757118	0.155621717576325	0.225206413262164
"1797"	1796	2	1	1	0.75	0.6666667	550000	3	"Extreme weather "	1	0.39570232855832	0.167847352426798	0.183872595199656	0.252577723815225
"1798"	1797	4	2	1	1	0.3333333	295000	2	"Extreme weather "	0	0.435493904382518	0.14919241094492	0.139451653535014	0.275862031137549
"1799"	1798	3	2	1	1	0.3333333	380000	3	"Extreme weather changes Bresmelting dry "	1	0.406130176973092	0.127415316457	0.140655888900172	0.325798617669735
"1800"	1799	5	1	1	0.75	0.3333333	550000	3	"Extreme winds Sorthras extreme temperatures high and low extreme wave heights "	1	0.450926190797605	0.15446867913936	0.130742694057467	0.263862436005568
"1801"	1800	5	2	1	0.75	0.6666667	350000	2	"Extreme natural disasters "	0	0.301913279420072	0.242073810606873	0.261978893913647	0.194034016059407
"1802"	1801	3	1	1	0.75	0.3333333	600000	2	"Extreme weather "	0	0.405917853403196	0.180277717052933	0.155265093823675	0.258539335720196
"1803"	1802	5	2	1	0.75	0.3333333	200000	0	"Extreme weather "	0	0.440272626783982	0.162241720797266	0.0932082942209845	0.304277358197768
"1804"	1803	4	1	1	0.75	0.3333333	600000	2	"Extreme weather "	0	0.426172284219556	0.170264451177743	0.149019070568312	0.254544194034388
"1805"	1804	2	2	1	0.75	0.6666667	400000	3	"Extreme weather "	1	0.41415673254037	0.145447013998244	0.16278737990387	0.277608873557515
"1806"	1805	3	2	1	0.5	0.3333333	200000	2	"Extreme weather "	0	0.431784831099221	0.153407713891515	0.128460288951021	0.286347166058243
"1809"	1808	5	1	0	0.5	0.6666667	390000	2	"One way other countries and guys to them "	0	0.0746906254801923	0.732720670200844	0.132489550779774	0.0600991535391899
"1810"	1809	2	1	0	0.25	0.3333333	0	0	"I won't have climate change "	0	0.0420088891631112	0.839690160472524	0.0644360988820726	0.0538648514822926
"1811"	1810	5	1	0	0.5	0.6666667	600000	1	"Eg Trur They are a lot of media created hysteria and in addition, they are politically determined that they shells most people focus on the environment they create workplaces and basics to demand fees "	0	0.0310943276308149	0.869673895859635	0.074681150793681	0.0245506257158694
"1812"	1811	6	1	1	0.75	0.3333333	295000	2	"I think that it has vore climate change Always on this globe ME cage on "	0	0.0565378563329378	0.79566002780848	0.10889879830615	0.0389033175524317
"1813"	1812	1	1	1	0.25	0.3333333	0	2	"I don't care about climate change "	0	0.0419629188965939	0.808753824849271	0.10605258875851	0.0432306674956247
"1814"	1813	3	2	1	1	0.3333333	180000	2	"I'll be frightened heck a tree over the car under Forekan fearing the worst can happen "	0	0.0710144529616718	0.689265893982863	0.119796365349627	0.119923287705838
"1816"	1815	5	1	1	0.5	0.3333333	300000	3	"Inferior weather with more rainfall and wind "	1	0.293097610366869	0.128251481859598	0.164130035732874	0.41452087204066
"1817"	1816	3	2	0	0.75	0.3333333	405000	2	"Inferior weather "	0	0.257932288557359	0.341330176996682	0.191854638726429	0.208882895719529
"1818"	1817	4	1	1	0.75	0.3333333	700000	3	"Inferior skiing "	1	0.187505234638883	0.364400866230633	0.288950651254341	0.159143247876143
"1819"	1818	5	1	1	0.75	0.3333333	695000	3	"Inferior skiing "	1	0.205558486829083	0.348798489928303	0.283944609749054	0.16169841349356
"1820"	1819	5	2	1	1	0.6666667	525000	3	"Inferior living conditions for all life on earth "	1	0.21624961119657	0.313731500452902	0.349019055877333	0.120999832473195
"1821"	1820	3	1	1	0.75	0.3333333	550000	2	"inferior future for all "	0	0.161296255142387	0.378184948583265	0.312652513202817	0.14786628307153
"1822"	1821	5	1	1	0.75	0.3333333	530000	3	"Bad weather accidents "	1	0.455401931405723	0.146014955962598	0.163070953215074	0.235512159416605
"1823"	1822	5	1	1	0.75	0.3333333	0	2	"Bad wood trees grow too fast "	0	0.353794568295953	0.152892730426004	0.145817080282608	0.347495620995435
"1824"	1823	5	2	0	0.25	0.3333333	600000	3	"Bad weather more rain and more storms "	1	0.472005772671349	0.113846880048167	0.0916675981139536	0.32247974916653
"1825"	1824	5	1	0	0.5	0.3333333	0	2	"Bad weather "	0	0.412178510104723	0.2312506513012	0.124831948805202	0.231738889788875
"1826"	1825	5	1	0	0.25	0	0	0	"Bad weather "	0	0.393695243484574	0.265614736912273	0.0853805577954862	0.255309461807666
"1827"	1826	3	2	1	0.25	0.3333333	250000	2	"Bad weather "	0	0.439780740779193	0.150591092971458	0.120405782124003	0.289222384125346
"1828"	1827	2	1	1	0.5	0.3333333	496000	3	"Bad weather "	1	0.40308814059887	0.172087983076559	0.174288635908847	0.250535240415724
"1829"	1828	5	1	0	0.5	0.6666667	200000	2	"bad weather "	0	0.414204137156859	0.224092267175853	0.124699142651908	0.23700445301538
"1830"	1829	7	1	1	0.75	0.6666667	250000	3	"bad weather "	1	0.498359627928221	0.122701923995578	0.14741729178245	0.231521156293751
"1831"	1830	4	1	1	0.75	0.3333333	900000	3	"Bad conscience of life and lack of self-effort "	1	0.223026818470989	0.384198182572973	0.256693257499182	0.136081741456856
"1833"	1832	3	2	0	0.25	0.3333333	265000	2	"Poor city air "	0	0.365202411712148	0.243674985142688	0.145097538276327	0.246025064868836
"1834"	1833	5	1	1	0.75	0.6666667	530000	3	"Bad "	1	0.366969695595905	0.193013060424149	0.186533766557136	0.25348347742281
"1835"	1834	2	2	1	0.5	0.6666667	350000	3	"Dead animals ice that melt "	1	0.167548343145565	0.0733738667044968	0.0803795044780545	0.678698285671884
"1836"	1835	1	2	1	1	0.3333333	0	2	"The wildlife suffers and exterminated as a consequence "	0	0.252662952439546	0.275618239187161	0.239030938721563	0.232687869651731
"1837"	1836	3	1	1	0.75	0.3333333	590000	3	"Stupid people who consume themselves to their own downfall "	1	0.0705148163487555	0.70037829594621	0.168498075698311	0.0606088120067242
"1838"	1837	1	1	0	0.25	0.3333333	0	1	"Fuel car climate in winter / summer "	0	0.141733850551563	0.443765899675535	0.0939474033271741	0.320552846445728
"1839"	1838	4	1	1	0.75	0.3333333	485000	3	"The greenhouse effect "	1	0.217054137817258	0.204787333982175	0.208489915225303	0.369668612975264
"1840"	1839	6	1	1	0.75	0.3333333	336000	3	"Greenhouse effect temperature increase Extreme weather Natural disasters "	1	0.432108921002188	0.120200260996015	0.240885630646329	0.206805187355468
"1841"	1840	2	2	1	0.75	0.3333333	0	3	"Greenhouse effect pollution Large companies Oil "	1	0.239334736586547	0.249636791279034	0.253580135163508	0.257448336970911
"1842"	1841	4	2	1	0.75	0.6666667	470000	3	"greenhouse effect extreme weather health problems "	1	0.272280072714996	0.310915613836585	0.190692991691207	0.226111321757212
"1843"	1842	4	1	0	0	0.3333333	1300000	2	"Drittlei The bustle from the environmental movements time goes in rundad so also climate change "	0	0.0330928146610901	0.875049098603084	0.065357203367817	0.0265008833680089
"1844"	1843	1	2	1	0.5	0	0	2	"drastic changes "	0	0.111435520686355	0.595431404422279	0.158014782033099	0.135118292858267
"1845"	1844	5	2	1	0.75	0.3333333	990000	3	"Dramatic changes for people's Animals and Plant's Life Terms of extreme weather "	1	0.343962129470843	0.222594900792588	0.254492524127785	0.178950445608784
"1846"	1845	6	1	1	0.75	0.6666667	380000	3	"Dramatically globally reversibly man-made "	1	0.155652332567049	0.428325539395417	0.315123188374709	0.100898939662825
"1847"	1846	1	1	1	1	0.3333333	50000	3	"The domino effect starting with higher temperatures and leads to climatic unpredictability described by Kaosteori (butterfly effect) This means that small temperature changes may have disastrous follow since weather systems are non-linear this leads again to loss of biodiversist and thus affects our own livelihood climate change are far more complex than most people understand and most people think too traditional and linearly to take the problem seriously "	1	0.1388286532697	0.626268135138743	0.169321435074371	0.0655817765171863
"1848"	1847	3	1	1	1	0.6666667	80000	3	"disaster "	1	0.165280107119881	0.37012795990469	0.308204058213423	0.156387874762006
"1849"	1848	5	2	1	0.75	0	325000	3	"This we must take seriously "	1	0.0779540544029039	0.720699923864262	0.143578471699516	0.0577675500333187
"1850"	1849	6	2	1	0.75	0.3333333	650000	2	"This must be taken seriously if we want our descendants to have a good globe to live in the future "	0	0.0746600116004634	0.702298714358822	0.173697213273604	0.0493440607671099
"1851"	1850	3	1	1	0.75	0.3333333	625000	2	"This may impossible go well the number of people on this globe must drastically down for that it will be sustainable something that will certainly happen in the form of natural disasters and epidemics but otherwise I am positive "	0	0.0425760526495074	0.733986475748139	0.189427187497908	0.0340102841044448
"1852"	1851	4	1	1	0.5	0.3333333	500000	2	"This has been worse before has not rained so much since 1900 has not been so warned or called since in December etc "	0	0.195126705549232	0.28714517155809	0.312577343865897	0.20515077902678
"1853"	1852	3	2	1	1	0.6666667	340000	2	"This is scary what will happen in the future with those who come after us? "	0	0.0718321201745644	0.672958954082069	0.189455972704685	0.0657529530386821
"1854"	1853	6	2	1	0.75	0.3333333	128000	1	"It will result in great negative change for life on Earth "	0	0.121023210071683	0.538131490388167	0.255345733765189	0.0854995657749612
"1855"	1854	5	1	1	1	0.6666667	600000	3	"It happens we must stop using fosel fuels as coal I want my followers survive we must help those who really need it in u-country "	1	0.049784973929451	0.785781028016244	0.135704581106008	0.0287294169482976
"1856"	1855	4	2	0	0.25	0.3333333	300000	2	"It happens but not large as to "	0	0.220872163597498	0.487496085016208	0.123560981635073	0.16807076975122
"1857"	1856	5	2	0	0	0.3333333	0	1	"We will be able to manage to relate to "	0	0.0577663976965096	0.822706898464642	0.0677002923991109	0.0518264114397377
"1858"	1857	1	2	0	0.75	1	0	2	"There must be a greater focus on solutions to prevent dangerous emissions and the like that can lead to climate change "	0	0.0669756943183167	0.738994787758602	0.139679755863191	0.0543497620598903
"1859"	1858	2	2	1	1	0.3333333	0	2	"It will never happen to FRP in government "	0	0.0842831809327993	0.648643936472063	0.174010412496033	0.0930624700991047
"1860"	1859	1	1	1	0.75	0.6666667	60000	1	"What I'm thinking is how to develop new ways to save climate oil lasts forever before the time we have to have found something else that Norway can make money on which is much more environmentally friendly than oil drilling "	0	0.0159012262241047	0.899118719221035	0.0685036716636601	0.0164763828912004
"1861"	1860	3	2	1	1	0.3333333	605000	3	"It is urgent to focus on research of new energy sources and people must take responsibility to do collectively and recycle packaging sad to travel less "	1	0.134334519912319	0.561794396988127	0.197200407959018	0.106670675140536
"1863"	1862	3	1	0	0	0	980000	3	"There have been hot and cold periods before "	1	0.152341449330064	0.345681550891401	0.114071480206914	0.387905519571621
"1864"	1863	5	1	0	0.25	0	0	3	"There have been climate change since the dawn of time "	1	0.0753016585618651	0.727062710088033	0.147817319441405	0.0498183119086967
"1865"	1864	6	1	0	0.25	0	405000	1	"There have been climate change in all years even when there was no cars or industry nature controls the most it will always go in waves "	0	0.0373094099782869	0.861373826731694	0.0756508753957147	0.0256658878943039
"1866"	1865	7	1	1	0.75	0.3333333	0	3	"We have had knowledge of over a long time "	1	0.121387770981846	0.612955141371153	0.189506465356984	0.0761506222900167
"1867"	1866	1	1	0	0.5	0.3333333	400000	3	"It has happened before without the impact of people "	1	0.0270902444699515	0.853583326598134	0.0932178592016062	0.0261085697303081
"1869"	1868	2	2	1	0.75	0.6666667	450000	3	"It has, through time, been small climate change all that we produce that releases dangerous substances affects the climate that does not provide immediate effect but in the longer term, this will cause major problems "	1	0.059673802064918	0.653018742410997	0.245922824357211	0.0413846311668742
"1870"	1869	3	1	0	0.25	0.3333333	690000	2	"It has changed and for thousands of years ago "	0	0.0367249590107393	0.851637092705605	0.078466164778625	0.0331717835050309
"1871"	1870	6	1	0	0.5	0	400000	2	"It has always been climate change on this globe there is a natural process that ends that the globe is destroyed in a few billion years "	0	0.039661390437087	0.84356841786804	0.0910924684735727	0.0256777232213005
"1872"	1871	7	2	0	0.75	0.3333333	0	2	"There have always been big climate change believe they are man-made I do not know "	0	0.0405367852371736	0.862721338926024	0.0691111487261039	0.0276307271106986
"1873"	1872	5	1	0	0.25	0.6666667	1500000	3	"There have always been climate change! "	1	0.0600670441256186	0.789365603258269	0.107301205059924	0.0432661475561882
"1874"	1873	2	2	0	0	0	400000	3	"There has always been climate change both with and without pollution, for example the ice age when there was no pollution "	1	0.0754358937001165	0.667629782151191	0.156535331762453	0.10039899238624
"1875"	1874	5	1	0	0.25	0.3333333	0	3	"There have always been changes / fluctuations in the weather it is not abnormal "	1	0.201825887937682	0.504114879805809	0.187318642654415	0.106740589602094
"1876"	1875	4	1	0	0.25	0.6666667	820000	3	"There have always been changes in the climate for a greater or lesser extent "	1	0.0580281616940877	0.764280234881247	0.135124567674449	0.0425670357502156
"1877"	1876	1	2	1	0.5	0.6666667	100000	2	"The first word I think is \"global warming\" it was there all the debate by the movie \"An Inconvenient Truth\" etc then thinking eg on greater natural disaster "	0	0.139642366239457	0.465059143945552	0.312562870545273	0.0827356192697181
"1878"	1877	3	1	1	1	0.6666667	520000	3	"The first thing I think is at the girl mi who will grow up and her family who come later on what is going to happen otherwise on the globe of floods Natural disasters Reduced food production Refugees emergency aid on protest demonstrations and actions from people who are affected and who lose their homes and communities "	1	0.0491942254740648	0.644148756527202	0.254310759036705	0.0523462589620284
"1879"	1878	3	2	1	1	0	300000	3	"It changes our world more than we will admit to me personally in my little world has climate change really only positive consequences: shorter winters warmer summers global consequences I feel completely powerless to "	1	0.0868820404988295	0.477507182365304	0.272070438497416	0.163540338638451
"1880"	1879	1	2	1	0.75	0.6666667	0	3	"There are more important things. It is important sometimes when parties put it at the top of the list I find it provocative most because it does not feel like something that actually affects us "	1	0.0222945298666829	0.869539738874138	0.0867668024530762	0.0213989288061022
"1881"	1880	3	1	1	0.75	0.6666667	400000	2	"It's important to take this seriously and do something about this now! It's urgent "	0	0.0390015778404747	0.819737103086693	0.105993580522478	0.0352677385503548
"1882"	1881	4	2	1	0.5	0	400000	0	"It is important that we think of climate change in order to preserve the globe as much as the future possible to be preserved "	0	0.0535836390583644	0.802673316790713	0.0935996355686881	0.0501434085822346
"1883"	1882	3	2	1	1	0.3333333	330000	1	"It is very sad on climate change today I think about it's 25 11 without snow when I think just a few years back at the time there has been a lot of snow and much more cold "	0	0.0630711150604597	0.625996801561315	0.0984890846744603	0.212442998703765
"1884"	1883	4	2	1	0.75	0.3333333	338000	3	"It is difficult to know if all climate change is man-made but anyway it is important to reduce pollution vigorously for the poisoning our surroundings and destroys people's health around the world! "	1	0.0715199142907598	0.739308039333687	0.149182846109648	0.0399892002659047
"1885"	1884	3	1	0	0.5	0.6666667	300000	2	"It is unclear whether it is happening or not but it does not harm to do anything about the way we live on anyway to reduce consumption helps at many levels "	0	0.0492663735158953	0.759997952852892	0.118442958002936	0.0722927156282773
"1886"	1885	2	2	1	1	0.3333333	500000	3	"It's sad something needs to be done! "	1	0.0930843399175739	0.580714348185108	0.16272717370067	0.163474138196649
"1887"	1886	6	2	1	1	0.6666667	210000	1	"It is sad that climate change works on the weather in the world like typhoons flood and earthquake "	0	0.258654298726544	0.323948331172591	0.170328946211054	0.24706842388981
"1888"	1887	2	2	1	1	0.3333333	0	3	"It's because of the people in the whole world "	1	0.108726462213502	0.534675502397841	0.249362967702406	0.107235067686252
"1889"	1888	5	1	1	0.75	0.3333333	940000	3	"It is now well documented that we are experiencing and going to experience man-made climate change in our time unfortunately it seems that a handful of loud and relatively uninformed skeptics have succeeded in creating an impression that this is not the case as oil producer should Norway to provide for Doing what we can to prevent this from control still we are dependent on fossil fuels (and Norway has an oil economy) therefore it should be facilitated for large-scale carbon capture and storage and Norway has the opportunity to play a significant role in this we Also, ample access to renewable energy is that we are in a unique good situation as a nation "	1	0.0494169967613812	0.808649600603293	0.121555767770759	0.0203776348645669
"1890"	1889	5	1	0	0.25	0.3333333	480000	3	"There are sufficient politicians talking about getting us to pay spring time off \"when money in Kista Kling but what helps the environment? Political vans on Venesida will have hold of people their money! "	1	0.0224476337819666	0.90065024698384	0.062172306136653	0.0147298130975406
"1891"	1890	4	1	1	0.5	0.6666667	100000	2	"It is enough real "	0	0.0824600252990347	0.703837272084616	0.139961476667585	0.073741225948764
"1892"	1891	5	2	1	1	0.3333333	545000	3	"It is man-made "	1	0.143838403119406	0.534196035550209	0.200640406116261	0.121325155214124
"1893"	1892	3	1	1	1	0.3333333	0	2	"It's critical when reading newspapers and looking news that happens thinking about my grandchildren and their kids we have just a mortgage !! "	0	0.0475946254985429	0.758031745638148	0.153633978640421	0.040739650222889
"1894"	1893	2	2	1	1	0.6666667	500000	3	"There is no one taking responsibility until it is too late "	1	0.0466258479554104	0.771137922833591	0.137215902436414	0.0450203267745854
"1895"	1894	5	1	0	0.25	0	400000	1	"It's not we humans who control climate "	0	0.0480581513148651	0.84058539290567	0.0699142566992746	0.0414421990801905
"1896"	1895	1	2	0	0.5	0	0	0	"It's not good because it creates changes and stock problems in the world "	0	0.0348450116227442	0.850997069481977	0.0682002344370388	0.0459576844582396
"1897"	1896	3	1	0	0	0	0	2	"There are no cars idiots it is for late soil is in imbalance and will correct what we had 20 years now you are just a bunch of assets good luck with not caring in time parasites (we must live in symbiosis with the globe not utilizing it !!!!) "	0	0.0326015171878422	0.839134887137016	0.104138327135976	0.0241252685391656
"1898"	1897	2	1	1	0.75	0.6666667	800000	3	"It is highly time that the world community finds together for a common fighting of emissions! "	1	0.0434113454853367	0.765341245687389	0.149135466590126	0.0421119422371491
"1899"	1898	6	1	0	0.25	0	250000	2	"There is a weather phenomenon Son goes in cycles "	0	0.174107429336308	0.606988331780108	0.117120852685709	0.101783386197875
"1900"	1899	4	1	1	1	0.3333333	510000	3	"It is a real problem that we must take seriously no doubt man-made "	1	0.0315910719286966	0.837166624720142	0.108290867730282	0.0229514356208795
"1901"	1900	6	2	0	0.25	0.3333333	16000	2	"It is a dramatic change in climate and we should do what we can yet we are late with the measures "	0	0.0689438157678212	0.77421893802265	0.108431507654787	0.0484057385547423
"1902"	1901	1	2	0	0.5	0.6666667	6735	1	"There is change that happens in the vere it can be high temperature or low temperature such as global warming "	0	0.259485754726626	0.463454538552216	0.13052251228408	0.146537194437078
"1903"	1902	5	1	0	0.25	0.3333333	600000	2	"There is a cycle hot and cold periods "	0	0.135240471435214	0.45485786388385	0.100181837307521	0.309719827373415
"1904"	1903	2	2	1	0.5	0.3333333	360000	2	"It's a big challenge we or everyone must do something about this !!! "	0	0.0810186088272865	0.655912907612648	0.119488363706831	0.143580119853234
"1905"	1904	7	1	0	0.5	0.3333333	300000	3	"It is a task all countries must participate in the same requirement "	1	0.0806336071596531	0.747066190251372	0.121481429722183	0.0508187728667925
"1906"	1905	5	1	1	1	0.6666667	430000	3	"It is about the strong focus on ever-increasing material consumption to do us more \"satisfied\" good health Naturmangfald soosial contact cultural experience silence and tranquility, however, for little understood as they are important valiant dei is for a good life "	1	0.0608735424047559	0.714549242381031	0.152518325198161	0.0720588900160522
"1907"	1906	6	1	1	0.75	0.3333333	250000	2	"It is used too much of the fossil brendsel oil industry is overly dominant in the economy and should be limited to and with the salaries in Norway are led by the oil industry "	0	0.0783932937008822	0.779347322860158	0.100610225040755	0.0416491583982047
"1908"	1907	2	1	0	0.25	0.3333333	1000000	2	"It gets warmer in winter less snow is this man-made or is the Nayurian change MTP that after all, Ice Age in eg Norway I have not updated on the research that has been done in this area "	0	0.116159932235387	0.460871896646168	0.0806190622283823	0.342349108890063
"1909"	1908	4	2	0	0.25	0.3333333	120000	2	"It gets hotter and more extreme weather "	0	0.339952658473907	0.141366966402547	0.0796158130159721	0.439064562107574
"1910"	1909	1	1	1	0.5	0.3333333	150000	0	"It gets hotter "	0	0.144808358192107	0.207658782507027	0.0829412294243215	0.564591629876544
"1911"	1910	6	1	0	0.5	0.3333333	650000	2	"It gets hotter "	0	0.203852192959334	0.215269076808415	0.0936900194335935	0.487188710798657
"1912"	1911	7	1	1	0.75	0.3333333	627000	3	"It gets hotter more precipitation and uneasy weather "	1	0.291505391086106	0.0712393410897677	0.0903412258669256	0.5469140419572
"1913"	1912	2	2	0	0.75	0.3333333	378000	3	"There will be hamers the ice melts more extreme weather "	1	0.289512409410271	0.183777888153352	0.140847465441552	0.385862236994826
"1914"	1913	3	2	1	0.5	0.6666667	475000	3	"It gets smaller and less polaris "	1	0.284968103387248	0.189159941492192	0.183986535881494	0.341885419239066
"1915"	1914	5	2	0	0.5	0.3333333	0	2	"It gets milder and more humid climate "	0	0.153295878048682	0.416474397410247	0.10310286796878	0.327126856572291
"1916"	1915	6	2	1	0.5	0.3333333	402146	2	"It may not be so bad here in Norway poor ones who live on islands in the Pacific "	0	0.194982150783353	0.485374702648111	0.208401626070109	0.111241520498427
"1917"	1916	3	1	0	0.75	0.6666667	348000	3	"It is done too little to protect nature everyone says \"Someone must do something but don't we\" "	1	0.0324017749503534	0.822954356913178	0.119128621680448	0.0255152464560208
